Title,Authors,Year,Source/Venue,URL,Brief Description/Keywords,Source_File,Domain_Category,Access_Type
"Agentic Publications: An LLM-Driven Framework for Interactive Scientific Publishing, Supplementing Traditional Papers with AI-Powered Knowledge Systems",19 May 2025,2025,arXiv,https://arxiv.org/abs/2505.13246,[View PDF](https://arxiv.org/pdf/2505.13246) > Abstract:The exponential growth of scientific literature presents significant challenges for researchers navigating the complex knowledge landscape. We p...,Design Patterns,arXiv,automatic
Patterns for Representing Knowledge Graphs to Communicate Situational Knowledge of Service Robots,"Shengchen  Zhang, shengchenzhang1207@gmail.com, Zixuan  Wang, zixuanwang@tongji.edu.cn, Chaoran  Che",2021,ACM Digital Library,https://dl.acm.org/doi/10.1145/3411764.3445767,"![logo](data:,) ## This website uses cookies We occasionally run membership recruitment campaigns on social media channels and use cookies to track post-clicks. We also share information about your us...",Design Patterns,ACM Digital Library,institutional
Pattern-based design applied to cultural heritage knowledge graphs,,2021,Other,https://content.iospress.com/articles/semantic-web/sw200422,You are viewing a javascript disabled version of the site. Please enable Javascript for this site to function properly. [Go to header](https://content.iospress.com/articles/semantic-web/sw200422#heade...,Design Patterns,Other (content.iospress.com),manual
Adoption of knowledge-graph best development practices for scalable and optimized manufacturing processes - PubMed,"M S Jawad 1 2 ,",2023,PubMed/PMC,https://pubmed.ncbi.nlm.nih.gov/36974325,"## Erratum in - [Corrigendum to ""Adoption of knowledge-graph best development practices for scalable and optimized manufacturing processes"" \[MethodsX Volume 10(2023) 102124\].](https://pubmed.ncbi.nl...",Design Patterns,PubMed/PMC,automatic
Enhancing the Recommendation of Learning Resources for Learners via an Advanced Knowledge Graph,Mingyan Zhang,2025,MDPI,https://www.mdpi.com/2076-3417/15/8/4204,## 1\. Introduction An intelligent tutoring system (ITS) is an educational tool that leverages artificial intelligence and big data technologies to provide personalized learning support and services t...,Design Patterns,MDPI Open Access,automatic
Ubiquitous knowledge empowers the Smart Factory: The impacts of a Service-oriented Digital Twin on enterprises' performance,"Francesco Longo,Letizia Nicoletti,Antonio Padovano",2022,arXiv,https://arxiv.org/pdf/2206.03268v1.pdf,F Longo L Nicoletti A Padovano Ubiquitous knowledge empowers the Smart Factory: The impacts of a Service-oriented Digital Twin on enterprises' performance Annual Reviews in Control 47201910.1016/j.arc...,Design Patterns,arXiv,automatic
,,2023,arXiv,https://arxiv.org/pdf/2306.06230.pdf,[View PDF](https://arxiv.org/pdf/2306.06230) [HTML (experimental)](https://arxiv.org/html/2306.06230v3) > Abstract:The metaverse refers to the merger of technologies for providing a digital twin of th...,Design Patterns,arXiv,automatic
Affordable AI Assistants with Knowledge Graph of Thoughts,"3 Apr 2025 , last revised 23 Jun 2025 (this version, v4)",2025,arXiv,https://arxiv.org/abs/2504.02670,"Authors: [Maciej Besta](https://arxiv.org/search/cs?searchtype=author&query=Besta,+M), [Lorenzo Paleari](https://arxiv.org/search/cs?searchtype=author&query=Paleari,+L), [Jia Hao Andrea Jiang](https:/...",Design Patterns,arXiv,automatic
The resurrection of digital triplet: A cognitive pillar of human-machine integration at the dawn of industry 5.0,"S. Abburu, A.J. Berre, M. Jacoby, D. Roman",2023,ScienceDirect,https://www.sciencedirect.com/science/article/pii/S1319157823004007,[Skip to main content](https://www.sciencedirect.com/science/article/pii/S1319157823004007#screen-reader-main-content) [Skip to article](https://www.sciencedirect.com/science/article/pii/S131915782300...,Design Patterns,ScienceDirect,institutional
[PDF] Program Structure & Syllabus Bachelor of ... - Bennett University,Anshu Mishra,,Other,https://www.bennett.edu.in/wp-content/uploads/2025/03/Syllabus-Booklet_BTech-CSE_Global_2024-28.pdf,Program Structure & Syllabus Bachelor of Technology (Computer Science Engineering)/ Bachelor of Technology (Computer Science Engineering) Global Duration: 04 Years Batch: 2025-2029 School of Computer ...,Design Patterns,University Repository,semi-automatic
[PDF] Untitled - White Rose Research Online,Sofia Duarte,,Other,https://eprints.whiterose.ac.uk/id/eprint/201087/8/EKSIG-Proceedings.pdf,Eksig 2023 “From Abstractness to Concreteness — experiential knowledge and the role of prototypes in design research” Proceedings MILANO 19.06 — 20.06 2023 k= eksig RY oc faiphorabopeenal Seciely DIPA...,Design Patterns,White Rose Research,automatic
IoT-Based Preventive Mental Health Using Knowledge Graphs and Standards for Better Well-Being,"19 Jun 2024 , last revised 21 Oct 2024 (this version, v3)",2024,arXiv,https://arxiv.org/abs/2406.13791,"# Computer Science > Artificial Intelligence **arXiv:2406.13791** (cs) \[Submitted on 19 Jun 2024 ( [v1](https://arxiv.org/abs/2406.13791v1)), last revised 21 Oct 2024 (this version, v3)\] # Title:IoT...",Design Patterns,arXiv,automatic
A Systematic Review on Human Modeling: Digging into Human Digital Twin Implementations,"Heribert Pascual,Xavi Masip Bruin,Albert Alonso,Judit Cerdà",2023,arXiv,https://export.arxiv.org/pdf/2302.03593v1.pdf,Heribert Pascual heribert.pascual@upc.edu Advanced Network Architectures Lab (CRAAX) Fundació Clínic per a la Recerca Biomèdica (FCRB) UPC Barcelona Tech * Barcelona Xavi Masip-Bruin Advanced Network ...,Design Patterns,arXiv,automatic
"General Theory of Information, Digital Genome, Large Language Models, and Medical Knowledge-DrivenDigital Assistant ""2279","W. Patrick Kelly, Francesco Coccaro and Rao Mikkilineni",2023,MDPI,https://www.mdpi.com/2813-0324/8/1/70/pdf?version=1691732643,"Citation: Kelly, W.P.; Coccaro, F.; Mikkilineni, R. General Theory of Information, Digital Genome, Large Language Models, and Medical Knowledge-Driven Digital Assistant. Comput. Sci. Math. Forum 2023,...",Design Patterns,MDPI Open Access,automatic
VAKG,"L. Christino, S., Rezaeipour, E. Milios & F. Paulovich",2023,arXiv,https://arxiv.org/pdf/2204.00585.pdf,"Volume xx (200y), Number z, pp. 1–14 A Theoretical Approach for Structuring and Analysing Knowledge Provenance for Visual Analytics L. Christino1,2 , S. Rezaeipour1, E. Milios1and F. Paulovich2 1Dalho...",Design Patterns,arXiv,automatic
KSG: Knowledge and Skill Graph,"Feng Zhao,Ziqi Zhang,Donglin Wang",2022,arXiv,https://export.arxiv.org/pdf/2209.05698v1.pdf,Feng Zhao zhaofeng@westlake.edu.cn Ziqi Zhang Donglin Wang wangdonglin@westlake.edu.cn Feng Zhao Ziqi Zhang Donglin Wang Westlake University Hangzhou ZhejiangChina Westlake University Hangzhou Zhejian...,Design Patterns,arXiv,automatic
Personal Digital Twin: A Close Look into the Present and a Step towards the Future of Personalised Healthcare Industry,,2022,PubMed/PMC,https://pmc.ncbi.nlm.nih.gov/articles/PMC9371419/,[Skip to main content](https://pmc.ncbi.nlm.nih.gov/articles/PMC9371419/#main-content) ![](https://pmc.ncbi.nlm.nih.gov/static/img/icon-dot-gov.svg) **Official websites use .gov** A **.gov** website b...,Design Patterns,PubMed/PMC,automatic
PsyDT: Using LLMs to Construct the Digital Twin of Psychological Counselor with Personalized Counseling Style for Psychological Counseling,18 Dec 2024,2024,arXiv,https://arxiv.org/abs/2412.13660,# Computer Science > Computation and Language **arXiv:2412.13660** (cs) \[Submitted on 18 Dec 2024\] # Title:PsyDT: Using LLMs to Construct the Digital Twin of Psychological Counselor with Personalize...,Design Patterns,arXiv,automatic
,,2023,arXiv,https://arxiv.org/pdf/2301.03930,"1 Networking Architecture and Key Supporting Technologies for Human Digital Twin in Personalized Healthcare: A Comprehensive Survey Jiayuan Chen, Changyan Yi, Member, IEEE, Samuel D. Okegbile, Member,...",Design Patterns,arXiv,automatic
Patterns of basic knowledge,,2022,PubMed/PMC,https://pmc.ncbi.nlm.nih.gov/articles/PMC8851074/,[Skip to main content](https://pmc.ncbi.nlm.nih.gov/articles/PMC8851074/#main-content) ![](https://pmc.ncbi.nlm.nih.gov/static/img/icon-dot-gov.svg) **Official websites use .gov** A **.gov** website b...,Design Patterns,PubMed/PMC,automatic
Towards an End-to-End Personal Fine-Tuning Framework for AI Value Alignment,Lukas Petersson,2024,MDPI,https://www.mdpi.com/2079-9292/13/20/4044,"## 1\. Introduction Generative AI, particularly Large Language Models (LLMs) like ChatGPT, has rapidly advanced and become integral to daily life and the global economy \[ [1](http://www.mdpi.com/www....",Design Patterns,MDPI Open Access,automatic
ReGraP-LLaVA: Reasoning enabled Graph-based Personalized Large Language and Vision Assistant,6 May 2025,2025,arXiv,https://arxiv.org/abs/2505.03654,"View PDF HTML (experimental) Abstract: Recent advances in personalized MLLMs enable effective capture of user-specific concepts, supporting both recognition of personalized concepts and contextual cap...",Design Patterns,arXiv,automatic
"1+1>2: Programming Know-What and Know-How Knowledge Fusion, Semantic Enrichment and Coherent Application","Qing Huang,Zhiqiang Yuan,Zhenchang Xing,Zhentao Zuo,Changjing Wang,Xin Xia",2023,arXiv,https://export.arxiv.org/pdf/2207.05560v3.pdf,"Qing Huang Zhiqiang Yuan Zhenchang Xing Zhengkang Zuo Changjing Wang Xin Xia +1>2: Programming Know-What and Know-How Knowledge Fusion, Semantic Enrichment and Coherent Application 1Index Terms-Softwa...",Architecture Gaps,arXiv,automatic
Insert Your Title Here,"FirstName Surname†, FirstName Surname, FirstName Surname",2021,arXiv,https://arxiv.org/pdf/2103.01387v1.pdf,"On a Factorial Knowledge Architecture for Data Science-powered Software Engineering ∗ Zheng Li Department of Computer Science University of Concepción Concepción, Chile imlizheng@gmail.com ABSTRACT Gi...",Architecture Gaps,arXiv,automatic
A Classification for Managing Software Engineering Knowledge,"Angelika  Kaplan, angelika.kaplan@kit.edu, Maximilian  Walter, maximilian.walter@kit.edu, Robert  He",2021,ACM Digital Library,https://dl.acm.org/doi/10.1145/3463274.3463357,"This taxonomy paper presents a novel way of knowledge engineering in the software engineering research community. Till now, research papers are organized digitally as documents, mostly in PDF files. N...",Architecture Gaps,ACM Digital Library,institutional
Future Research Directions of Software Engineering and Knowledge Engineering,"Haiping  Xu, University of Massachusetts Dartmouth North Dartmouth, 02747, MA, USA, hxu@umassd.edu",2015,World Scientific,https://www.worldscientific.com/doi/abs/10.1142/S0218194015500035,"Software Engineering (SE) and Knowledge Engineering (KE) are closely related disciplines with goals of turning the development process of software systems and knowledge-based systems, respectively, in...",Architecture Gaps,World Scientific,institutional
Beyond Information Silos - an Omnipresent Approach to Software Evolution,"Juergen  Rilling, rilling@cse.concordia.ca, Ren É Witte, rwitte@cse.concordia.ca, Philipp  Schuegerl",1451,World Scientific,https://www.worldscientific.com/doi/abs/10.1142/S1793351X08000567,"Nowadays, software development and maintenance are highly distributed processes that involve a multitude of supporting tools and resources. Knowledge relevant for a particular software maintenance tas...",Architecture Gaps,World Scientific,institutional
Managing Software Security Knowledge in Context: An Ontology Based Approach,Basel Katt,2019,MDPI,https://www.mdpi.com/2078-2489/10/6/216,## 1\. Introduction Knowledge of software security is highly complex since it is quite context-specific and can be applied in diverse ways \[ [1](http://www.mdpi.com/www.mdpi.com#B1-information-10-002...,Architecture Gaps,MDPI Open Access,automatic
Smart Knowledge Transfer using Google-like Search,"Srijoni Majumdar,Partha Pratim Das",2023,arXiv,https://arxiv.org/pdf/2308.06653.pdf,Smart Knowledge Transfer using Google-like Search Srijoni Majumdar majumdar.srijoni@gmail.com Advanced Technology Development Centre Department of Computer Science and Engineering Indian Institute of ...,Architecture Gaps,arXiv,automatic
(PDF) TOWARDS A SYSTEMS ENGINEERING ONTOLOGY STACK,,2024,ResearchGate,https://www.researchgate.net/publication/383858587_TOWARDS_A_SYSTEMS_ENGINEERING_ONTOLOGY_STACK,"Semantic Web Technologies (SWTs) provide an approach to the structuring and understanding of data. SWTs utilize ontologies, reasoners, and query languages to structure existing knowledge, validate kno...",Architecture Gaps,ResearchGate,automatic
Microsoft Word - INCOSE_SWTMethodology_v20.docx,,2023,arXiv,https://arxiv.org/pdf/2206.10454.pdf,1 Driving Digital Engineering Integration and Interoperability Through Semantic Integration of Models with Ontologies Daniel Dunbar1 | Thomas Hagedorn1 | Mark Blackburn1 | John Dzielski1 | Steven Hesp...,Architecture Gaps,arXiv,automatic
\framework: Bridging Large Language Models and Code Repositories via Code Graph Databases,Equal contribution. Work was done during Xiangyan’s internship at Alibaba.,2024,arXiv,https://arxiv.org/html/2408.03910v2,"# \\framework: Bridging Large Language Models and Code Repositories via Code Graph Databases Xiangyan Liu1,3, Bo Lan2,∗ Zhiyuan Hu1Yang Liu3Zhicheng Zhang3 Fei Wang2Michael Shieh1Wenmeng Zhou3 1 Natio...",Architecture Gaps,arXiv,automatic
"S3LLM: Large-Scale Scientific Software Understanding with LLMs using Source, Metadata, and Document",15 Mar 2024,2024,arXiv,https://arxiv.org/abs/2403.10588,"# Computer Science > Software Engineering **arXiv:2403.10588** (cs) \[Submitted on 15 Mar 2024\] # Title:S3LLM: Large-Scale Scientific Software Understanding with LLMs using Source, Metadata, and Docu...",Architecture Gaps,arXiv,automatic
Towards a GML-Enabled Knowledge Graph Platform,"Hussein Abdallah,Essam Mansour",2023,arXiv,https://export.arxiv.org/pdf/2303.02166v1.pdf,Hussein Abdallah hussein.abdallah@concordia.ca Concordia University Concordia University Essam Mansour essam.mansour@concordia.ca Concordia University Concordia University Towards a GML-Enabled Knowle...,Architecture Gaps,arXiv,automatic
Exploring knowledge graph-based neural-symbolic system from application perspective,First Author,2025,arXiv,https://arxiv.org/html/2405.03524v3,"# Exploring knowledge graph-based neural-symbolic system from application perspective Shenzhe ZhuUniversity of TorontoToronto, Canadacho.zhu@mail.utoronto.caShengxiang SunUniversity of TorontoToronto,...",Architecture Gaps,arXiv,automatic
"A Birds Eye View on Knowledge Graph Embeddings, Software Libraries, Applications and Challenges","Satvik Garg,Debapriya Basu Roy",2022,arXiv,https://arxiv.org/pdf/2205.09088v1.pdf,"Satvik Garg Department of Computer Science Jaypee University of Information Technology SolanIndia Dwaipayan Roy Department of Computational and Data Sciences Indian Institute of Science, Education and...",Architecture Gaps,arXiv,automatic
A Comprehensive Survey on Automatic Knowledge Graph Construction,"Lingfeng Zhong,Jia Wu,Qian Li,Hao Peng,Xindong Wu",2023,arXiv,https://export.arxiv.org/pdf/2302.05019v1.pdf,Lingfeng Zhong Jia Wu Qian Li Hao Peng Xindong Wu LINGFENG ZHONG Macquarie University Australia JIA WU Macquarie University Australia HAO PENG QIAN LI Beihang University China XINDONG WU Beihang Unive...,Architecture Gaps,arXiv,automatic
A systematic literature review of knowledge graph construction and ...,,2024,ScienceDirect,https://www.sciencedirect.com/science/article/pii/S2405844024014142,"View PDF Under a Creative Commons license Open access Abstract In the dynamic landscape of modern education, the search for improved pedagogical methods, enriched learning experiences, and empowered e...",Architecture Gaps,ScienceDirect,institutional
Structural Entropy Guided Agent for Detecting and Repairing Knowledge Deficiencies in LLMs,12 May 2025,2025,arXiv,https://arxiv.org/abs/2505.07184,[View PDF](https://arxiv.org/pdf/2505.07184) [HTML (experimental)](https://arxiv.org/html/2505.07184v1) > Abstract:Large language models (LLMs) have achieved unprecedented performance by leveraging va...,Architecture Gaps,arXiv,automatic
Morescient GAI for Software Engineering,Marcus Kessel marcus.kessel@uni-mannheim.de,2024,arXiv,https://arxiv.org/html/2406.04710v1,# Morescient GAI for Software Engineering Marcus Kessel [marcus.kessel@uni-mannheim.de](mailto:marcus.kessel@uni-mannheim.de) and Colin Atkinson [colin.atkinson@uni-mannheim.de](mailto:colin.atkinson@...,Architecture Gaps,arXiv,automatic
A systematic literature review of knowledge graph construction and ...,,2024,ResearchGate,https://www.researchgate.net/publication/377903557_A_systematic_literature_review_of_knowledge_graph_construction_and_application_in_education,"In the dynamic landscape of modern education, the search for improved pedagogical methods, enriched learning experiences, and empowered educators remains a perpetual pursuit. In recent years, a remark...",Architecture Gaps,ResearchGate,automatic
Knowledge Graph Modeling-Driven Large Language Model Operating System (LLM OS) for Task Automation in Process Engineering Problem-Solving,"Sakhinana Sagar Srinivas1, Vijay Sri Vaikunth2, Venkataramana Runkana1 corresponding author.",2024,arXiv,https://arxiv.org/html/2408.14494v1,"# Knowledge Graph Modeling-Driven Large Language Model Operating System (LLM OS) for Task Automation in Process Engineering Problem-Solving Sakhinana Sagar Srinivas1, Vijay Sri Vaikunth2, Venkataraman...",Architecture Gaps,arXiv,automatic
Divide and Conquer the EmpiRE: A Community-Maintainable Knowledge Graph of Empirical Research in Requirements Engineering,"Oliver Karras,Felix Wernlein,Jil Klunder,S. Auer",2023,arXiv,https://arxiv.org/pdf/2306.16791.pdf,Divide and Conquer the EmpiRE: A Community-Maintainable Knowledge Graph of Empirical Research in Requirements Engineering Oliver Karras oliver.karras@tib.eu Felix Wernlein felix.wernlein@stud.uni-hann...,Architecture Gaps,arXiv,automatic
"Agents in Software Engineering: Survey, Landscape, and Vision","*Corresponding author: Yanlin Wang, wangylin36@mail.sysu.edu.cn",2024,arXiv,https://arxiv.org/html/2409.09030v1,"# Agents in Software Engineering: Survey, Landscape, and Vision Yanxian Huang1, Wanjun Zhong1, Ensheng Shi2, Min Yang3, Jiachi Chen1, Hui Li4, Yuchi Ma5, Qianxiang Wang5, Zibin Zheng1, Yanlin Wang1 1S...",Architecture Gaps,arXiv,automatic
Overview of Current Challenges in Multi-Architecture Software Engineering and a Vision for the Future,28 Oct 2024,2024,arXiv,https://arxiv.org/abs/2410.20984,# Computer Science > Software Engineering **arXiv:2410.20984** (cs) \[Submitted on 28 Oct 2024\] # Title:Overview of Current Challenges in Multi-Architecture Software Engineering and a Vision for the ...,Architecture Gaps,arXiv,automatic
Knowledge Graphs: Opportunities and Challenges,"Osborne, Francesco",2023,Springer,https://link.springer.com/article/10.1007/s10462-023-10465-9?error=cookies_not_supported&code=89784e2e-9e50-48f1-8339-541f71f77290,## 1 Introduction Knowledge plays a vital role in human existence and development. Learning and representing human knowledge are crucial tasks in artificial intelligence (AI) research. While humans ar...,Architecture Gaps,Springer,institutional
Web of Scholars: A Scholar Knowledge Graph,"Jiaying Liu,Jing Ren,Wei-Jun Zheng,Lianhua Chi,Ivan Lee,Feng Xia",2022,arXiv,https://arxiv.org/pdf/2202.11311v1.pdf,Jiaying Liu jiaying_liu@outlook.com Jing Ren Wenqing Zheng Lianhua Chi l.chi@latrobe.edu.au Ivan Lee ivan.lee@unisa.edu.au Feng Xia f.xia@ieee.org Jiaying Liu Jing Ren Wenqing Zheng Lianhua Chi Ivan L...,Architecture Gaps,arXiv,automatic
Knowledge Graphs: Opportunities and Challenges - PubMed,"Ciyuan Peng 1 ,",2023,PubMed,https://pubmed.ncbi.nlm.nih.gov/37362886/,"Clipboard, Search History, and several other advanced features are temporarily unavailable. [Skip to main page content](https://pubmed.ncbi.nlm.nih.gov/37362886/#article-details) ![Dot gov](https://ww...",Architecture Gaps,PubMed/PMC,automatic
KNOW: A Real-World Ontology for Knowledge Capture with Large Language Models,30 May 2024,2024,arXiv,https://arxiv.org/abs/2405.19877,[View PDF](https://arxiv.org/pdf/2405.19877) [HTML (experimental)](https://arxiv.org/html/2405.19877v1) > Abstract:We present KNOW--the Knowledge Navigator Ontology for the World--the first ontology d...,Architecture Gaps,arXiv,automatic
Identifying and Consolidating Knowledge Engineering Requirements,,2023,arXiv,https://arxiv.org/pdf/2306.15124.pdf,"Identifying and Consolidating Knowledge Engineering Requirements Bradley P. Allen University of Amsterdam Amsterdam, The Netherlands b.p.allen@uva.nl Filip Ilievski USC Information Sciences Institute ...",Architecture Gaps,arXiv,automatic
MARK: Memory Augmented Refinement of Knowledge,8 May 2025,2025,arXiv,https://arxiv.org/abs/2505.05177,[View PDF](https://arxiv.org/pdf/2505.05177) > Abstract:Large Language Models (LLMs) assist in specialized tasks but struggle to align with evolving domain knowledge without costly fine-tuning. Domain...,Architecture Gaps,arXiv,automatic
A Lightweight Multi-Expert Generative Language Model System for Engineering Information and Knowledge Extraction,27 May 2025,2025,arXiv,https://arxiv.org/abs/2505.21109,[View PDF](https://arxiv.org/pdf/2505.21109) [HTML (experimental)](https://arxiv.org/html/2505.21109v1) > Abstract:Despite recent advancements in domain adaptation techniques for large language models...,Architecture Gaps,arXiv,automatic
KERL: Knowledge-Enhanced Personalized Recipe Recommendation using Large Language Models,20 May 2025,2025,arXiv,https://arxiv.org/abs/2505.14629,[View PDF](https://arxiv.org/pdf/2505.14629) [HTML (experimental)](https://arxiv.org/html/2505.14629v1) > Abstract:Recent advances in large language models (LLMs) and the abundance of food data have r...,Architecture Gaps,arXiv,automatic
Knowledge-Enhanced Program Repair for Data Science Code,13 Feb 2025,2025,arXiv,https://arxiv.org/abs/2502.09771,"[View PDF](https://arxiv.org/pdf/2502.09771) [HTML (experimental)](https://arxiv.org/html/2502.09771v1) > Abstract:This paper introduces DSrepair, a knowledge-enhanced program repair method designed t...",Architecture Gaps,arXiv,automatic
SENAI: Towards Software Engineering Native Generative Artificial Intelligence,19 Mar 2025,2025,arXiv,https://arxiv.org/abs/2503.15282,"[View PDF](https://arxiv.org/pdf/2503.15282) [HTML (experimental)](https://arxiv.org/html/2503.15282v1) > Abstract:Large Language Models have significantly advanced the field of code generation, demon...",Architecture Gaps,arXiv,automatic
Enhancing Repository-Level Software Repair via Repository-Aware Knowledge Graphs,27 Mar 2025,2025,arXiv,https://arxiv.org/abs/2503.21710,# Computer Science > Software Engineering **arXiv:2503.21710** (cs) \[Submitted on 27 Mar 2025\] # Title:Enhancing Repository-Level Software Repair via Repository-Aware Knowledge Graphs Authors: [Boya...,Architecture Gaps,arXiv,automatic
DepsRAG: Towards Agentic Reasoning and Planning for Software Dependency Management,"30 May 2024 , last revised 22 Oct 2024 (this version, v5)",2024,arXiv,https://arxiv.org/abs/2405.20455,"# Computer Science > Software Engineering **arXiv:2405.20455** (cs) \[Submitted on 30 May 2024 ( [v1](https://arxiv.org/abs/2405.20455v1)), last revised 22 Oct 2024 (this version, v5)\] # Title:DepsRA...",Architecture Gaps,arXiv,automatic
Knowledge graph construction and application in geosciences,,2022,ScienceDirect,https://www.sciencedirect.com/science/article/pii/S0098300422000450,View PDF View Open Manuscript Under a Creative Commons license Open access Highlights • Background and fundamental concepts of knowledge graphs (KGs) are introduced. • Workflows and best practices of ...,Architecture Gaps,ScienceDirect,institutional
ICLR 2025 Papers,,2025,Other,https://iclr.cc/virtual/2025/papers.html,- [Browse](http://iclr.cc/iclr.cc#tab-browse) - [Visualization](https://iclr2025.vizhub.ai/) Layout:,Architecture Gaps,Other (iclr.cc),manual
Code Digital Twin: Empowering LLMs with Tacit Knowledge for Complex Software Maintenance,11 Mar 2025,2025,arXiv,https://arxiv.org/abs/2503.07967,[View PDF](https://arxiv.org/pdf/2503.07967) [HTML (experimental)](https://arxiv.org/html/2503.07967v1) > Abstract:While large language models (LLMs) have demonstrated promise in software engineering ...,Architecture Gaps,arXiv,automatic
A framework for creating knowledge graphs of scientific software metadata,"Aidan Kelley,Daniel Garijo",2021,Other,https://direct.mit.edu/qss/article-pdf/2/4/1423/1986122/qss_a_00167.pdf,Aidan Kelley Washington University in St. Louis St. LouisUSA Daniel Garijo Information Sciences Institute University of Southern California Los AngelesUSA A framework for creating knowledge graphs of ...,Architecture Gaps,MIT Press,institutional
"Making knowledge graphs work for smart manufacturing: Research topics, applications and prospects",,2024,ScienceDirect,https://www.sciencedirect.com/science/article/pii/S0278612524001572,- View **PDF** Under a Creative Commons [license](http://creativecommons.org/licenses/by/4.0/) Open access ## Highlights - • Knowledge graph (KG) and KG techniques tackling smart manufacturing (SM) ch...,Architecture Gaps,ScienceDirect,institutional
Towards Top-Down Automated Development in Limited Scopes: A Neuro-Symbolic Framework from Expressibles to Executables,"Jun Gu,Harald C. Gall",2023,arXiv,https://export.arxiv.org/pdf/2209.01566v4.pdf,Jian Gu jian.gu@monash.edu Harald C Gall gall@ifi.uzh.ch Jian Gu Harald C Gall Monash University Melbourne Australia ACM Reference Format University of Zurich Zurich Switzerland Towards Top-Down Autom...,Architecture Gaps,arXiv,automatic
Preliminary Studies to Bridge the Gap: Leveraging Informal Software Architecture Artifacts for Structured Model Creation,Luis Rabelo,2024,MDPI,https://www.mdpi.com/2078-2489/15/10/642,Next Article in Journal [Phishing and the Human Factor: Insights from a Bibliometric Analysis](https://www.mdpi.com/2078-2489/15/10/643) Next Article in Special Issue [Clustering Visual Similar Object...,Architecture Gaps,MDPI Open Access,automatic
AI-CTO: Knowledge graph for automated and dependable software stack solution,,2021,Other,https://content.iospress.com/articles/journal-of-intelligent-and-fuzzy-systems/ifs200899,You are viewing a javascript disabled version of the site. Please enable Javascript for this site to function properly. [Go to header](https://content.iospress.com/articles/journal-of-intelligent-and-...,Architecture Gaps,Other (content.iospress.com),manual
Defining a Knowledge Graph Development Process Through a Systematic Review,GrothPaul,2023,ACM Digital Library,https://dl.acm.org/doi/10.1145/3522586,"![logo](data:,) ## This website uses cookies We occasionally run membership recruitment campaigns on social media channels and use cookies to track post-clicks. We also share information about your us...",Architecture Gaps,ACM Digital Library,institutional
Linked Data Science Powered by Knowledge Graphs,"Mossad Helali,Shubham Vashisth,Philippe Carrier,Katja Hose,Essam Mansour",2024,arXiv,https://export.arxiv.org/pdf/2303.02204v2.pdf,[![Cornell University](https://static.arxiv.org/icons/cu/cornell-reduced-white-SMALL.svg)](https://www.cornell.edu/) [We gratefully acknowledge support from\ \ the Simons Foundation and member institu...,Architecture Gaps,arXiv,automatic
,,2023,arXiv,https://arxiv.org/pdf/2302.11509.pdf,[We gratefully acknowledge support from\ \ the Simons Foundation and member institutions.](https://confluence.cornell.edu/x/ALlRF),Architecture Gaps,arXiv,automatic
Incremental Analysis of Legacy Applications Using Knowledge Graphs for Application Modernization,11 May 2025,2025,arXiv,https://arxiv.org/abs/2505.06885,"[View PDF](https://arxiv.org/pdf/2505.06885) > Abstract:Industries such as banking, telecom, and airlines - o6en have large so6ware systems that are several decades old. Many of these systems are writ...",Architecture Gaps,arXiv,automatic
Knowledge Graphs and Their Reciprocal Relationship with Large Language Models,Enayat Rajabi,2025,MDPI,https://www.mdpi.com/2504-4990/7/2/38,"## Article Menu Font Type: _Arial__Georgia__Verdana_ Open AccessSystematic Review by Ramandeep Singh Dehal †, Mehak Sharma † and Enayat Rajabi \* Management Science Department, Cape Breton University,...",Architecture Gaps,MDPI Open Access,automatic
Towards a Reference Software Architecture for Human-AI Teaming in Smart Manufacturing,,2022,arXiv,https://arxiv.org/pdf/2201.04876v5.pdf,"Towards a Reference Software Architecture for Human-AI Teaming in Smart Manufacturing Philipp Haindl philipp.haindl@scch.at Software Competence Center Hagenberg Hagenberg, Austria Georg Buchgeher geor...",Architecture Gaps,arXiv,automatic
,,2019,arXiv,https://arxiv.org/pdf/2102.02922v1.pdf,"Towards a Flexible System Architecture for Automated Knowledge Base Construction Frameworks Osman Din Massachusetts Institute of Technology Cambridge, MA https://orcid.org/0000-0001-6507-2468 Abstract...",Architecture Gaps,arXiv,automatic
KnowCoder-V2: Deep Knowledge Analysis,7 Jun 2025,2025,arXiv,https://arxiv.org/abs/2506.06881,"Authors: [Zixuan Li](https://arxiv.org/search/cs?searchtype=author&query=Li,+Z), [Wenxuan Liu](https://arxiv.org/search/cs?searchtype=author&query=Liu,+W), [Long Bai](https://arxiv.org/search/cs?searc...",Architecture Gaps,arXiv,automatic
Towards a knowledge driven framework for bridging the gap between software and data engineering,T.R. Gruber,2019,ScienceDirect,https://www.sciencedirect.com/science/article/abs/pii/S0164121218302772,[Skip to main content](https://www.sciencedirect.com/science/article/abs/pii/S0164121218302772#screen-reader-main-content) [Skip to article](https://www.sciencedirect.com/science/article/abs/pii/S0164...,Architecture Gaps,ScienceDirect,institutional
A Decade of Scholarly Research on Open Knowledge Graphs,"22 Jun 2023 (this version), latest version 26 Mar 2024 (v3)",2023,arXiv,https://arxiv.org/abs/2306.13186v1,[View PDF](https://arxiv.org/pdf/2306.13186v1) > Abstract:The proliferation of open knowledge graphs has led to a surge in scholarly research on the topic over the past decade. This paper presents a b...,Architecture Gaps,arXiv,automatic
